,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,poutcome,y,contact_telephone
36302,32,1,2,1,1,3,1,4,2,253,1,1,1,0
36303,47,5,1,1,1,3,1,4,2,352,1,1,0,0
36304,58,6,3,4,1,3,1,4,2,470,1,1,0,0
36305,28,11,2,2,1,3,1,4,2,1144,2,1,1,0
36306,49,5,1,1,1,3,1,4,2,336,2,1,0,1
36307,37,4,2,2,1,3,1,4,2,195,3,1,0,0
36308,28,8,2,1,1,1,1,4,2,373,2,1,0,0
36309,34,2,1,2,1,3,1,4,2,78,2,1,0,0
36310,65,9,1,5,1,1,1,4,2,89,2,1,0,0
36311,38,1,1,1,1,3,1,4,2,134,1,1,0,0
36312,31,1,2,1,1,3,1,4,2,181,1,1,0,0
36313,31,4,2,1,1,3,1,4,2,55,2,1,0,1
36314,28,8,2,1,1,3,3,4,2,187,2,1,0,0
36315,55,6,3,1,1,3,1,4,2,113,2,1,0,0
36316,32,2,4,3,1,3,1,4,2,314,1,1,1,0
36317,39,1,1,1,1,3,1,4,2,206,1,2,0,0
36318,43,1,1,2,2,3,1,4,2,288,1,1,0,0
36319,25,1,2,1,1,3,1,4,4,93,2,1,0,0
36320,53,4,1,7,1,3,1,4,4,327,1,1,0,0
36321,26,3,2,4,1,3,1,4,4,163,2,3,1,0
36322,28,5,1,6,1,1,3,4,4,111,1,1,0,0
36323,52,12,1,4,2,3,1,4,4,149,1,1,0,0
36324,37,3,2,1,1,3,1,4,4,96,1,1,0,0
36325,67,1,1,5,2,1,1,4,4,466,1,1,1,0
36326,21,5,2,1,1,2,2,4,4,106,1,1,0,0
36327,26,3,3,1,1,3,1,4,4,101,1,3,0,0
36328,33,1,2,1,1,3,1,4,4,257,3,1,1,0
36329,26,1,2,2,1,1,1,4,4,479,1,1,1,0
36330,26,3,3,1,1,1,1,4,4,437,1,1,1,0
36331,33,1,2,1,1,3,1,4,4,198,2,1,0,0
36332,58,6,3,2,1,1,3,4,4,143,1,1,0,0
36333,43,2,1,3,1,3,1,4,4,395,1,1,1,0
36334,40,1,2,2,1,3,1,4,4,145,1,1,1,0
36335,40,1,2,2,1,3,1,4,4,154,1,2,0,0
36336,27,11,2,3,1,3,3,4,4,107,1,1,1,0
36337,58,6,3,2,1,3,1,4,4,663,1,1,1,0
36338,32,1,2,2,1,3,1,4,4,350,1,1,1,0
36339,35,4,1,2,1,3,3,4,4,126,1,2,0,0
36340,39,1,1,4,1,3,3,4,4,145,1,1,0,0
36341,31,1,2,1,1,3,1,4,4,282,2,3,1,0
36342,47,5,1,3,1,3,1,4,4,118,2,3,0,0
36343,48,3,1,2,1,3,1,4,4,115,1,1,0,0
36344,59,6,3,1,1,1,1,4,4,368,2,1,0,0
36345,46,10,1,3,1,3,1,4,4,62,1,1,0,0
36346,46,10,1,3,1,2,2,4,4,96,1,1,0,0
36347,46,10,1,3,1,1,1,4,4,294,1,1,1,0
36348,67,1,1,5,2,3,1,4,4,177,2,2,0,0
36349,33,1,1,1,1,3,1,4,4,64,1,1,0,0
36350,33,1,1,1,1,3,1,4,4,690,1,1,1,0
36351,32,4,2,4,1,3,1,4,4,297,1,2,0,0
36352,32,1,1,1,1,3,3,4,4,384,1,1,1,0
36353,32,1,1,1,1,1,1,4,4,596,1,1,1,0
36354,37,3,2,1,1,1,1,4,4,654,1,2,1,0
36355,49,1,3,1,1,3,1,4,4,144,1,1,0,0
36356,49,1,3,1,1,3,1,4,4,88,1,3,0,0
36357,52,12,1,4,2,3,1,4,4,50,2,1,0,1
36358,31,1,2,1,1,1,1,4,4,99,1,1,0,0
36359,43,1,3,1,1,3,1,4,4,418,1,1,0,0
36360,41,7,1,2,1,3,1,4,4,169,1,1,1,0
36361,27,11,1,1,1,1,1,4,4,59,1,2,0,0
36362,34,3,1,1,1,3,1,4,4,195,1,1,1,0
36363,31,2,2,3,1,3,3,4,4,103,1,3,1,0
36364,32,3,2,2,1,1,1,4,4,430,1,2,1,0
36365,33,1,2,2,1,3,1,4,4,167,1,1,0,0
36366,52,4,3,5,1,3,1,4,4,74,1,1,0,0
36367,24,11,2,2,1,1,1,4,4,253,1,1,0,0
36368,24,11,2,2,1,1,1,4,4,225,1,3,0,0
36369,25,1,2,1,1,1,1,4,4,417,1,1,1,0
36370,52,12,1,4,2,3,3,4,4,135,1,1,0,0
36371,41,3,1,4,1,1,1,4,4,160,2,1,1,0
36372,32,4,1,2,1,2,2,4,4,172,1,2,0,0
36373,27,8,2,4,1,1,1,4,4,162,2,2,0,0
36374,34,4,1,2,1,3,1,4,4,136,1,2,0,0
36375,41,3,2,1,1,1,1,4,4,270,1,1,1,1
36376,34,4,2,2,1,1,3,4,4,92,1,1,0,0
36377,27,8,2,1,1,1,1,4,4,271,1,1,0,0
36378,46,10,1,3,1,1,1,4,4,200,2,2,1,0
36379,47,5,1,3,1,1,1,4,4,309,1,1,0,0
36380,37,10,4,1,1,1,1,4,4,100,1,1,0,0
36381,26,1,2,1,1,2,2,4,4,271,2,3,1,0
36382,29,10,2,2,1,1,1,4,4,189,1,1,0,0
36383,38,6,1,2,1,2,2,4,4,61,1,2,0,0
36384,38,6,1,2,1,3,3,4,4,163,1,2,0,0
36385,33,1,2,2,1,3,1,4,4,74,2,1,0,0
36386,32,1,1,1,1,3,3,4,4,82,1,1,1,0
36387,23,11,2,2,1,1,1,4,4,108,4,1,0,1
36388,43,1,1,1,1,3,1,4,4,91,1,1,0,0
36389,43,1,1,1,1,1,3,4,4,310,1,1,0,0
36390,32,1,1,1,1,3,1,4,4,712,1,2,1,0
36391,32,1,1,1,1,1,1,4,4,74,1,3,1,0
36392,29,1,2,1,1,3,1,4,4,128,1,1,0,1
36393,52,4,3,5,1,3,1,4,4,80,3,2,0,0
36394,29,1,2,1,1,3,1,4,4,392,2,1,0,1
36395,27,4,2,4,1,3,1,4,4,392,1,1,0,0
36396,32,1,2,1,1,3,1,4,4,369,1,1,0,0
36397,31,5,1,1,1,1,1,4,4,217,1,1,0,0
36398,30,10,1,4,1,3,1,4,4,194,1,1,0,0
36399,30,10,1,4,1,3,3,4,4,495,1,1,0,0
36400,38,1,3,2,1,3,1,4,4,116,1,1,0,0
36401,41,3,1,4,1,2,2,4,4,318,1,3,1,0
36402,33,5,2,1,1,2,2,4,4,73,1,1,0,0
36403,28,1,2,2,1,3,1,4,4,135,1,1,0,0
36404,28,1,2,2,1,3,1,4,4,359,1,2,1,0
36405,34,3,1,1,1,1,1,4,4,116,2,1,0,0
36406,24,3,2,4,1,3,1,4,4,211,1,1,0,0
36407,59,1,1,7,1,1,1,4,4,245,1,1,1,0
36408,26,1,1,2,1,3,3,4,4,142,1,1,0,0
36409,35,1,1,2,1,3,3,4,4,444,1,2,0,0
36410,33,1,2,1,1,3,1,4,4,251,1,1,1,0
36411,56,5,1,1,1,3,3,4,4,673,1,1,0,0
36412,24,12,2,1,1,1,1,4,4,119,1,3,1,0
36413,24,12,2,1,1,3,3,4,4,134,1,1,1,0
36414,24,12,2,1,1,3,1,4,4,74,1,3,0,0
36415,24,12,2,1,1,3,1,4,4,728,1,1,1,0
36416,24,12,2,1,1,1,1,4,4,263,1,2,1,0
36417,27,1,2,1,1,1,3,4,4,154,1,1,0,0
36418,24,12,2,1,1,3,3,4,4,696,1,2,0,0
36419,23,2,2,3,1,1,1,4,4,159,1,2,0,0
36420,41,3,2,1,1,3,1,4,4,118,1,2,0,0
36421,46,10,1,3,1,3,3,4,4,1210,4,2,1,0
36422,31,1,2,1,1,1,3,4,4,210,1,1,0,0
36423,23,11,2,2,1,1,1,4,4,310,1,1,1,0
36424,30,1,2,1,1,1,1,4,4,482,2,1,1,0
36425,30,1,2,1,1,3,1,4,4,224,1,1,0,0
36426,47,3,3,2,1,3,1,4,4,221,1,1,0,0
36427,30,8,2,1,1,1,1,4,4,147,3,2,0,0
36428,44,1,2,1,1,1,1,4,4,924,2,3,1,0
36429,44,1,3,1,1,3,3,4,4,130,1,1,0,0
36430,33,1,2,2,1,1,1,4,4,53,1,2,0,0
36431,29,5,3,3,1,3,1,4,4,72,1,1,0,0
36432,28,3,2,4,1,3,1,4,4,318,1,1,1,0
36433,34,4,2,2,1,1,1,4,4,306,2,1,0,1
36434,33,9,4,1,1,1,1,4,4,77,3,1,0,0
36435,27,8,2,1,1,3,1,4,4,112,2,1,0,0
36436,37,1,1,1,1,3,1,4,4,80,1,2,0,0
36437,37,1,1,2,1,3,3,4,4,123,2,1,0,0
36438,31,5,1,1,1,1,1,4,4,212,1,1,0,0
36439,40,1,1,1,1,3,1,4,4,192,1,1,1,0
36440,47,5,1,3,1,3,1,4,4,181,3,2,1,0
36441,34,1,2,1,1,3,1,4,4,96,2,1,0,0
36442,47,5,1,3,1,1,1,4,4,132,4,1,0,0
36443,30,3,2,4,1,3,1,4,4,76,3,1,0,0
36444,38,7,1,4,1,3,3,4,4,262,2,2,0,0
36445,30,1,1,1,1,1,1,4,4,250,2,1,1,0
36446,43,1,1,1,1,3,3,4,4,146,2,1,0,0
36447,33,3,1,4,1,1,1,4,4,189,2,1,0,0
36448,53,4,1,7,1,3,1,4,4,501,3,1,1,0
36449,46,7,1,2,1,1,1,4,4,69,2,2,0,0
36450,40,1,1,1,1,1,1,4,4,269,1,2,0,0
36451,46,10,1,3,1,3,1,4,4,236,2,1,1,0
36452,32,1,1,1,1,3,3,4,4,102,4,2,0,0
36453,36,1,1,1,2,3,3,4,4,308,1,3,0,0
36454,24,3,2,4,1,1,1,4,4,122,2,2,0,0
36455,58,6,3,2,1,3,1,4,4,145,2,1,0,0
36456,55,6,1,5,1,1,1,4,4,130,2,1,0,0
36457,25,2,2,4,1,3,1,4,4,179,2,3,1,0
36458,24,3,2,2,1,3,1,4,4,142,2,1,0,0
36459,44,5,1,1,1,3,1,4,4,71,3,1,0,0
36460,55,6,1,5,1,1,1,4,4,553,2,2,0,0
36461,31,5,1,1,1,3,1,4,4,305,1,1,1,0
36462,31,3,2,4,1,1,1,4,4,163,1,2,1,0
36463,33,1,2,1,1,1,1,4,4,541,3,1,1,0
36464,28,3,2,4,1,3,1,4,3,209,2,1,1,0
36465,43,1,1,1,1,3,1,4,3,262,2,3,1,0
36466,38,3,2,1,1,3,1,4,3,225,3,1,0,1
36467,28,1,1,2,1,1,1,4,3,206,4,1,1,1
36468,40,2,3,4,1,1,1,4,3,115,2,3,1,0
36469,24,2,2,3,1,3,1,4,3,406,2,1,1,0
36470,30,1,2,1,1,3,1,4,3,244,2,1,1,0
36471,31,4,1,2,1,1,1,4,3,592,4,1,1,0
36472,47,1,2,1,1,1,1,4,3,78,1,1,0,0
36473,26,6,2,2,1,2,2,4,3,508,1,1,0,0
36474,59,6,1,4,1,3,1,4,3,437,1,1,1,1
36475,24,2,2,3,1,2,2,4,3,192,1,1,0,0
36476,59,6,1,4,1,1,1,4,3,136,1,1,0,0
36477,59,6,1,4,1,3,1,4,3,68,1,1,0,0
36478,53,2,3,6,1,3,1,4,3,123,1,1,0,0
36479,33,1,2,1,1,3,1,4,3,313,2,1,1,0
36480,31,1,2,2,1,1,1,4,3,137,3,1,0,0
36481,53,3,3,1,1,1,1,4,3,705,1,2,1,0
36482,26,11,2,4,1,3,1,4,3,96,1,2,0,0
36483,28,1,2,2,1,1,1,4,3,198,1,1,1,0
36484,37,4,1,2,1,3,1,4,3,200,1,1,0,0
36485,40,2,3,4,1,1,1,4,3,210,2,1,1,0
36486,40,5,3,1,1,3,1,4,3,117,1,1,1,0
36487,58,2,1,5,1,3,1,4,3,110,1,1,1,0
36488,38,3,1,1,1,3,1,4,3,171,1,1,0,0
36489,36,1,1,1,1,1,1,4,3,334,1,1,0,0
36490,37,8,1,4,1,1,1,4,3,321,1,1,1,0
36491,28,11,2,2,1,3,1,4,3,296,4,1,1,0
36492,58,5,1,5,1,3,1,4,3,86,1,1,0,0
36493,20,11,2,7,1,3,1,4,3,213,1,1,1,0
36494,29,1,2,1,1,3,3,4,3,252,2,1,0,1
36495,28,3,2,4,1,1,1,4,3,411,1,1,1,0
36496,29,1,1,2,1,3,1,4,3,37,1,2,0,0
36497,28,1,2,1,1,3,1,4,3,593,1,1,1,0
36498,29,3,2,1,1,3,1,4,3,101,1,1,0,0
36499,34,3,1,4,1,3,1,4,3,302,1,1,1,0
36500,29,3,2,1,1,3,1,4,3,138,1,1,0,0
36501,29,3,2,1,1,3,1,4,3,165,1,1,1,0
36502,30,2,2,2,1,3,1,4,3,88,2,1,0,0
36503,29,4,2,2,1,1,1,4,3,116,2,2,0,1
36504,59,2,1,5,2,1,1,4,3,340,1,2,1,0
36505,48,1,1,1,1,3,1,4,3,95,1,1,0,0
36506,31,4,1,2,1,3,1,4,3,591,2,1,1,0
36507,33,2,1,4,1,3,1,4,3,88,1,1,0,0
36508,33,2,1,4,1,3,1,4,3,90,1,1,0,0
36509,28,4,2,6,1,1,1,4,3,385,2,3,1,0
36510,39,1,1,1,1,1,1,4,3,2219,1,2,0,0
36511,33,2,1,4,1,2,2,4,3,240,1,1,0,0
36512,29,1,2,1,1,1,1,4,3,174,1,1,1,0
36513,57,7,1,5,1,3,1,4,3,467,1,1,0,0
36514,30,1,2,1,1,3,1,4,3,107,1,1,0,0
36515,29,1,3,1,1,3,1,4,3,238,3,1,1,0
36516,39,5,1,1,1,3,1,4,3,95,1,1,0,0
36517,29,1,2,1,1,3,1,4,3,170,1,1,1,0
36518,32,1,1,2,1,3,1,4,3,342,1,3,0,0
36519,29,1,1,1,1,2,2,4,3,113,1,2,0,0
36520,56,6,1,1,1,3,1,4,3,252,1,2,0,0
36521,33,1,2,2,1,1,1,4,3,170,1,1,0,0
36522,20,11,2,2,1,3,3,4,3,74,2,2,0,0
36523,38,1,3,2,1,1,1,4,3,65,1,2,0,0
36524,61,1,1,1,1,3,1,4,3,151,1,1,0,0
36525,38,3,1,1,1,3,1,4,3,273,1,1,0,0
36526,38,3,1,1,1,1,1,4,3,539,1,1,1,0
36527,40,4,1,2,2,1,1,4,3,157,1,1,0,0
36528,38,1,3,2,1,3,1,4,3,1361,1,2,0,0
36529,33,1,2,1,1,1,1,4,3,254,1,2,0,0
36530,21,1,2,2,1,3,1,4,3,180,1,1,0,0
36531,48,1,1,1,1,3,1,4,3,447,2,3,1,0
36532,26,11,2,1,2,3,1,4,3,247,2,1,0,0
36533,29,4,2,2,1,1,1,4,3,136,6,3,0,0
36534,32,3,1,1,1,3,1,4,3,123,1,2,0,0
36535,37,1,1,1,1,1,1,4,3,167,1,1,0,0
36536,24,11,2,2,1,3,1,4,3,74,3,1,0,0
36537,26,3,2,4,1,3,1,4,3,80,1,1,0,0
36538,26,3,2,4,1,3,1,4,3,102,1,1,0,0
36539,30,1,2,1,1,3,1,4,3,214,3,1,1,0
36540,36,5,2,1,1,3,1,4,3,300,2,3,1,0
36541,29,1,1,2,1,1,1,4,3,200,1,1,1,0
36542,42,8,1,1,1,3,1,4,3,436,1,3,1,0
36543,34,5,1,1,1,3,3,4,3,192,1,1,0,1
36544,33,5,1,1,1,3,1,4,3,97,1,1,0,0
36545,50,1,2,3,1,3,1,4,3,343,1,1,0,0
36546,47,1,2,1,1,3,1,4,3,156,3,1,0,0
36547,50,1,2,3,1,2,2,4,3,699,1,2,1,0
36548,23,11,2,2,1,1,1,4,3,200,2,1,1,0
36549,24,4,2,2,1,1,1,4,3,150,1,1,0,0
36550,54,5,1,1,1,3,1,4,3,42,1,1,0,0
36551,29,4,2,2,1,3,3,4,3,431,2,2,1,0
36552,56,5,1,1,1,3,1,4,3,175,3,1,0,0
36553,25,3,2,1,1,3,3,4,3,124,1,2,0,0
36554,30,1,2,1,1,1,1,4,3,656,1,1,0,0
36555,54,1,1,1,1,1,1,4,3,77,2,1,0,0
36556,40,7,1,6,1,1,1,4,3,837,1,1,1,0
36557,29,4,2,2,1,1,1,4,3,725,2,3,1,0
36558,27,2,2,6,1,3,1,4,3,334,3,1,0,0
36559,57,9,3,2,1,1,3,4,3,230,4,1,0,1
36560,69,7,1,2,1,1,1,4,3,144,2,1,1,0
36561,30,1,2,1,1,3,1,4,3,617,2,1,1,0
36562,69,7,1,2,1,1,1,4,3,140,2,1,1,0
36563,69,7,1,2,1,3,1,4,3,178,2,1,0,0
36564,31,1,1,2,1,1,1,4,3,161,1,3,0,0
36565,29,3,1,1,1,1,1,4,3,150,2,1,0,0
36566,61,1,1,1,2,3,1,4,3,1076,2,1,1,0
36567,26,1,2,1,1,3,1,4,3,213,1,1,0,0
36568,35,1,2,1,1,3,1,4,3,266,1,2,0,0
36569,52,1,1,1,1,3,3,4,3,247,2,1,1,0
36570,26,11,2,1,2,1,1,4,3,78,2,2,0,0
36571,54,1,2,2,1,1,1,4,3,114,1,1,0,0
36572,33,3,2,1,1,3,3,4,3,203,2,1,0,0
36573,42,1,2,1,1,2,2,4,3,34,2,1,0,1
36574,25,3,1,4,1,1,1,4,3,595,3,2,0,0
36575,33,5,3,1,1,3,1,4,3,63,1,1,0,0
36576,21,11,2,2,1,1,1,4,3,295,4,1,0,0
36577,33,5,3,1,1,3,1,4,3,187,1,1,1,0
36578,56,5,1,1,1,3,1,4,3,218,5,1,0,1
36579,35,1,1,1,1,1,1,4,1,510,3,1,1,0
36580,25,10,1,2,1,1,1,4,1,125,2,1,0,0
36581,55,12,1,1,1,3,1,4,1,153,1,1,0,0
36582,62,12,1,4,1,1,1,4,1,277,3,1,0,0
36583,53,2,1,6,1,3,1,4,1,328,2,3,1,0
36584,51,10,1,6,1,3,1,4,1,262,2,1,1,0
36585,51,10,1,6,1,1,1,4,1,280,2,2,1,0
36586,45,1,2,1,1,3,1,4,1,207,1,1,1,0
36587,53,9,1,2,1,3,1,4,1,94,2,1,0,0
36588,30,1,2,1,1,3,1,4,1,106,1,3,0,0
36589,29,3,2,1,1,1,1,4,1,176,1,3,0,0
36590,51,10,1,6,1,3,1,4,1,79,1,2,0,0
36591,29,1,2,1,1,3,3,4,1,449,1,1,1,0
36592,30,1,1,3,1,3,1,4,1,111,2,2,0,0
36593,26,1,2,1,1,1,3,4,1,224,1,1,1,0
36594,54,1,1,1,1,3,1,4,1,151,1,1,0,0
36595,21,11,2,2,1,1,1,4,1,400,1,1,1,0
36596,30,1,1,4,1,3,1,4,1,80,1,1,0,0
36597,25,4,2,2,1,3,1,4,1,217,1,1,1,0
36598,42,1,1,1,1,1,1,4,1,160,1,1,1,0
36599,30,1,2,1,1,1,1,4,1,144,1,1,0,0
36600,24,1,2,2,1,1,1,4,1,352,2,2,1,0
36601,21,4,2,4,1,3,3,4,1,787,1,1,1,0
36602,30,1,2,1,1,1,1,4,1,323,1,1,1,0
36603,50,3,2,4,1,3,3,4,1,78,1,1,0,0
36604,50,3,2,4,1,3,3,4,1,160,1,2,1,0
36605,22,11,2,2,1,3,3,4,1,221,1,2,0,0
36606,25,4,2,2,1,3,1,4,1,239,2,3,1,0
36607,36,5,1,1,1,3,1,4,1,156,1,2,1,0
36608,36,5,1,1,1,1,1,4,1,194,1,1,1,0
36609,32,1,1,1,1,3,1,4,1,105,1,1,0,0
36610,36,3,1,3,1,3,1,4,1,390,1,1,0,0
36611,30,1,1,1,1,3,1,4,1,96,2,3,1,0
36612,25,11,2,1,1,1,3,4,1,136,1,1,1,0
36613,31,1,1,1,1,1,1,4,1,81,2,2,1,0
36614,35,8,1,1,1,3,1,4,1,269,1,1,1,0
36615,32,1,1,1,1,1,3,4,1,327,3,3,1,0
36616,28,1,2,2,1,3,3,4,1,296,2,1,1,0
36617,53,9,1,2,1,1,3,4,1,147,1,2,1,0
36618,35,1,1,1,1,1,1,4,1,121,4,1,1,0
36619,32,1,2,1,1,3,1,4,1,89,2,1,1,0
36620,26,2,2,4,1,3,1,4,1,77,2,1,0,0
36621,53,12,1,4,1,1,1,4,1,217,2,3,0,0
36622,30,3,2,4,1,1,1,4,1,137,1,1,1,0
36623,26,11,2,1,1,3,1,4,1,112,1,1,0,0
36624,34,3,1,4,1,1,1,4,1,218,1,1,0,0
36625,28,8,2,4,1,3,1,4,1,207,1,1,0,0
36626,28,5,2,1,1,3,1,4,1,1161,1,3,1,0
36627,38,3,2,4,1,3,1,4,1,113,1,1,0,0
36628,38,3,2,4,1,1,1,4,1,138,1,1,0,0
36629,29,3,2,1,1,1,1,4,1,442,3,1,0,0
36630,52,1,1,1,1,3,1,4,1,352,1,1,0,0
36631,30,1,2,4,1,2,2,4,1,246,1,3,1,0
36632,42,4,3,2,1,3,1,4,1,143,1,1,0,1
36633,29,1,2,1,1,1,1,4,1,247,2,1,0,1
36634,25,4,3,2,1,3,3,4,1,437,2,1,1,0
36635,32,1,1,1,1,3,1,4,1,216,2,1,0,0
36636,53,2,1,3,1,1,3,4,1,578,2,1,1,0
36637,24,11,2,2,1,2,2,4,1,282,3,2,1,0
36638,42,1,1,1,1,3,1,4,1,156,2,1,0,0
36639,28,5,2,1,1,3,1,4,1,66,1,2,0,0
36640,28,1,1,1,1,3,1,4,1,73,1,2,0,0
36641,53,2,1,6,1,1,1,4,1,592,3,2,1,0
36642,32,5,1,2,1,3,3,4,1,119,2,1,0,0
36643,35,1,1,1,1,1,3,4,1,125,5,1,0,1
36644,33,1,2,1,1,3,1,4,1,114,3,1,0,0
36645,22,11,2,2,1,1,3,4,1,166,2,1,1,1
36646,34,5,1,1,1,3,1,4,1,111,3,1,0,1
36647,50,2,1,3,1,3,1,4,1,117,1,1,0,0
36648,33,1,2,1,1,2,2,4,1,101,3,1,0,0
36649,31,1,2,2,1,2,2,4,1,105,1,1,0,0
36650,34,1,2,2,1,1,3,4,1,207,1,1,0,0
36651,31,5,2,1,1,1,1,4,1,1094,1,1,0,0
36652,52,2,2,3,1,1,1,4,5,174,2,3,1,0
36653,44,1,1,1,1,3,1,4,5,133,1,1,0,0
36654,29,3,1,2,1,1,1,4,5,397,1,1,1,0
36655,27,2,1,2,1,3,1,4,5,264,1,1,0,0
36656,46,9,2,1,1,3,3,4,5,324,1,3,1,0
36657,45,1,1,7,1,1,1,4,5,155,1,1,0,0
36658,49,1,3,2,1,3,1,4,5,169,1,1,0,0
36659,30,1,2,1,1,1,1,4,5,275,1,1,1,0
36660,30,1,2,1,1,1,3,4,5,199,1,3,1,0
36661,32,1,2,1,1,1,1,4,5,255,1,1,1,0
36662,28,1,2,1,1,3,1,4,5,232,1,1,1,0
36663,32,1,2,1,1,1,1,4,5,462,1,1,1,0
36664,27,1,2,1,1,3,1,4,5,136,1,1,0,0
36665,56,1,1,3,1,3,1,4,5,146,1,2,0,0
36666,24,1,2,1,1,1,1,4,5,255,2,1,1,0
36667,45,7,1,1,1,3,1,4,5,247,3,1,0,0
36668,24,11,2,2,1,3,1,4,5,109,1,1,0,1
36669,50,7,1,3,1,1,1,4,5,227,1,1,0,1
36670,27,1,2,1,1,1,1,4,5,398,2,1,0,0
36671,51,3,1,3,1,1,1,4,5,302,1,1,1,1
36672,28,3,2,4,1,3,3,4,5,149,1,3,1,0
36673,25,11,1,1,1,1,1,4,5,191,1,1,1,0
36674,49,10,1,4,1,1,1,4,5,317,1,1,0,0
36675,59,1,1,1,2,3,1,4,5,1543,1,1,1,0
36676,31,8,1,1,1,3,1,4,5,207,1,1,1,0
36677,21,11,2,1,1,1,1,4,5,493,2,1,1,0
36678,51,3,2,1,1,3,1,4,5,509,1,1,1,0
36679,27,1,2,1,1,3,1,4,5,77,1,1,0,0
36680,55,9,1,7,1,1,1,4,5,133,1,2,0,0
36681,32,3,2,4,1,3,1,4,5,329,1,3,0,0
36682,51,3,2,1,1,1,1,4,5,657,1,1,1,0
36683,29,3,1,2,1,3,1,4,5,365,3,1,1,0
36684,28,1,2,1,1,3,1,4,5,188,1,2,0,0
36685,46,3,1,4,1,1,1,4,5,215,1,2,0,1
36686,37,1,1,1,1,3,1,4,5,145,1,1,0,1
36687,51,1,2,1,1,1,1,4,5,159,2,1,1,0
36688,37,11,2,7,1,1,1,4,5,99,1,1,0,0
36689,31,3,1,1,1,3,1,4,5,276,2,1,1,0
36690,29,1,2,2,1,3,1,4,5,213,2,1,0,0
36691,37,11,2,7,1,1,3,4,5,604,1,1,0,0
36692,21,2,2,5,1,1,1,4,5,153,1,1,0,1
36693,48,1,1,1,1,3,1,4,5,522,3,1,1,1
36694,26,1,2,2,1,1,1,4,5,76,2,2,0,0
36695,31,10,3,7,1,3,1,4,5,227,1,1,0,0
36696,33,1,2,1,1,1,1,4,5,471,2,1,0,0
36697,30,1,2,1,1,1,1,4,5,92,2,1,0,0
36698,27,1,2,1,1,3,1,4,5,329,1,1,0,1
36699,30,1,1,7,1,3,1,4,5,207,2,3,1,0
36700,51,1,2,1,1,3,3,4,5,263,2,1,0,0
36701,25,8,1,1,1,3,1,4,5,57,2,2,0,0
36702,28,11,2,2,1,3,1,4,5,577,3,1,1,0
36703,25,3,2,1,1,3,1,4,5,271,2,3,0,0
36704,54,1,1,2,1,1,1,4,5,455,3,1,0,0
36705,25,3,2,3,1,3,1,4,5,103,2,1,1,0
36706,52,1,1,1,1,3,1,4,5,333,1,1,0,0
36707,35,3,1,4,1,3,1,4,5,366,1,1,1,1
36708,20,11,2,2,1,3,1,4,5,201,2,1,1,0
36709,30,3,2,1,1,3,1,4,5,166,2,1,1,0
36710,29,4,1,1,1,1,3,4,5,89,2,1,0,0
36711,32,1,2,1,1,3,1,4,5,58,2,1,0,0
36712,34,1,2,2,1,1,1,4,5,548,2,1,1,0
36713,29,11,2,4,1,1,1,4,5,95,2,1,0,0
36714,27,1,2,1,1,1,1,4,5,96,2,1,0,0
36715,45,1,1,7,1,1,1,4,5,438,2,1,1,0
36716,30,8,1,1,1,3,1,4,5,138,2,1,0,0
36717,31,5,1,1,1,1,1,4,5,614,2,1,0,1
36718,52,5,1,1,1,1,1,4,5,303,2,1,0,1
36719,21,4,2,2,1,1,1,4,5,110,2,1,0,0
36720,53,1,2,1,1,3,1,4,5,304,2,3,1,0
36721,36,3,2,4,1,1,1,4,5,146,2,1,1,0
36722,36,3,2,4,1,3,1,4,5,126,2,3,1,0
36723,30,5,2,1,1,1,3,4,5,244,7,1,1,0
36724,29,3,1,2,1,1,1,4,5,157,2,1,1,0
36725,51,3,2,1,1,1,1,4,5,151,2,1,0,0
36726,25,3,2,3,1,1,1,4,5,800,2,1,0,1
36727,26,1,2,2,1,3,3,4,5,200,2,1,0,0
36728,33,1,2,1,1,1,1,4,5,113,1,1,0,1
36729,25,1,3,1,1,1,1,4,2,143,2,1,0,0
36730,52,3,1,4,1,1,1,4,2,130,5,1,0,0
36731,45,4,2,7,1,1,1,4,2,58,2,1,0,0
36732,29,1,2,1,1,3,1,4,2,97,4,1,0,0
36733,36,2,1,3,1,1,1,4,2,86,1,1,0,0
36734,36,5,1,7,1,1,1,4,2,98,2,1,0,0
36735,32,5,2,1,1,1,1,4,2,257,2,3,1,0
36736,32,5,2,1,1,1,1,4,2,152,2,3,0,0
36737,28,4,2,3,1,3,3,4,2,252,5,1,0,0
36738,27,2,2,2,1,3,1,4,2,148,2,3,1,0
36739,53,6,2,5,1,3,1,4,2,107,3,1,1,0
36740,32,11,2,1,1,3,1,4,2,197,2,2,0,0
36741,31,1,2,1,1,1,1,4,2,127,3,2,0,0
36742,27,1,2,1,1,1,1,4,2,138,3,1,1,0
36743,43,2,1,6,1,3,1,4,2,458,6,1,1,0
36744,25,11,2,7,1,1,1,4,2,301,3,1,1,0
36745,33,2,1,2,1,3,1,4,2,110,2,1,0,0
36746,22,2,2,3,1,3,1,4,2,84,2,1,0,0
36747,47,1,2,1,1,3,1,4,2,243,4,1,1,0
36748,36,5,1,1,1,1,1,4,2,200,4,1,1,0
36749,43,2,1,6,1,3,1,4,2,131,4,2,1,0
36750,31,4,1,7,1,3,1,4,4,98,3,1,0,0
